"308";"RAJASTHAN";"Sujangarh";"101528";"64716";"950";""
"309";"RAJASTHAN";"Jhunjhunun";"118966";"76183";"922";""
"310";"RAJASTHAN";"Alwar";"315310";"243634";"889";""
"311";"RAJASTHAN";"Bhiwadi";"104883";"70987";"755";""
"312";"RAJASTHAN";"Bharatpur";"252109";"181159";"880";""
"313";"RAJASTHAN";"Dhaulpur";"126142";"83405";"862";""
"314";"RAJASTHAN";"Hindaun";"105690";"69108";"881";""
"315";"RAJASTHAN";"Gangapur City";"119045";"82132";"892";""
"316";"RAJASTHAN";"Sawai Madhopur";"120998";"85472";"914";""
"317";"RAJASTHAN";"Jaipur";"3073350";"2272724";"898";""
"318";"RAJASTHAN";"Sikar";"237579";"158413";"929";""
"319";"RAJASTHAN";"Nagaur";"100618";"64028";"927";""
"320";"RAJASTHAN";"Jodhpur";"1033918";"740011";"900";""
"321";"RAJASTHAN";"Pali";"229956";"156858";"916";""
"322";"RAJASTHAN";"Ajmer";"542580";"422913";"946";""
"323";"RAJASTHAN";"Beawar";"145809";"110111";"946";""
"324";"RAJASTHAN";"Kishangarh";"155019";"106809";"929";""
"325";"RAJASTHAN";"Tonk";"165363";"98819";"947";""
"326";"RAJASTHAN";"Bundi";"102823";"75482";"929";""
"327";"RAJASTHAN";"Bhilwara";"360009";"264762";"915";""
"328";"RAJASTHAN";"Banswara";"100128";"76438";"954";""
"329";"RAJASTHAN";"Chittaurgarh";"116409";"86945";"933";""
"330";"RAJASTHAN";"Kota";"1001365";"738795";"890";""
"331";"RAJASTHAN";"Baran";"118157";"83879";"926";""
"332";"RAJASTHAN";"Udaipur";"451735";"366598";"925";""
"333";"TAMIL NADU";"Chennai";"4681087";"3850472";"986";"TRUE"
"334";"TAMIL NADU";"Avadi";"344701";"275881";"969";""
"335";"TAMIL NADU";"Tiruvottiyur";"248059";"197646";"987";""
"336";"TAMIL NADU";"Madavaram";"118525";"96308";"988";""
"337";"TAMIL NADU";"Ambattur";"478134";"401253";"982";""
"338";"TAMIL NADU";"Alandur";"164162";"142415";"997";""
"339";"TAMIL NADU";"Pallavaram";"216308";"182201";"996";""
"340";"TAMIL NADU";"Tambaram";"176807";"150667";"947";""
"341";"TAMIL NADU";"Kancheepuram";"164265";"132348";"1003";""
"342";"TAMIL NADU";"Vellore";"185895";"145192";"1032";""
"343";"TAMIL NADU";"Ambur";"113856";"88309";"1031";""
"344";"TAMIL NADU";"Tiruvannamalai";"144683";"106256";"1000";""
"345";"TAMIL NADU";"Salem";"831038";"642662";"987";""
"346";"TAMIL NADU";"Erode";"156953";"126638";"1010";""
"347";"TAMIL NADU";"Dindigul";"207225";"171130";"1013";""
"348";"TAMIL NADU";"Tiruchirappalli";"846915";"705492";"1025";""
"349";"TAMIL NADU";"Neyveli";"105687";"90114";"978";""
"350";"TAMIL NADU";"Cuddalore";"173361";"139388";"1025";""
"351";"TAMIL NADU";"Nagapattinam";"102838";"81913";"1024";""
"352";"TAMIL NADU";"Kumbakonam";"140113";"117500";"1020";""
"353";"TAMIL NADU";"Thanjavur";"222619";"186643";"1037";""
"354";"TAMIL NADU";"Pudukkottai";"117215";"98054";"1000";""
"355";"TAMIL NADU";"Karaikkudi";"106793";"88380";"999";""
"356";"TAMIL NADU";"Madurai";"1016885";"845990";"997";""
"357";"TAMIL NADU";"Rajapalayam";"130119";"103172";"1013";""
"358";"TAMIL NADU";"Thoothukkudi";"237374";"202105";"1011";""
"359";"TAMIL NADU";"Tirunelveli";"474838";"391972";"1024";""
"360";"TAMIL NADU";"Nagercoil";"224329";"195748";"1037";""
"361";"TAMIL NADU";"Hosur";"116821";"91358";"966";""
"362";"TAMIL NADU";"Coimbatore";"1061447";"885471";"999";""
"363";"TAMIL NADU";"Kurichi";"125800";"102816";"996";""
"364";"TAMIL NADU";"Tiruppur";"444543";"350206";"954";""
"365";"TRIPURA";"Agartala";"399688";"343633";"1002";""
"366";"UTTAR PRADESH";"Saharanpur";"703345";"479218";"891";""
"367";"UTTAR PRADESH";"Shamli";"107233";"76650";"874";""
"368";"UTTAR PRADESH";"Muzaffarnagar";"392451";"278405";"897";""
"369";"UTTAR PRADESH";"Moradabad";"889810";"550637";"908";""
"370";"UTTAR PRADESH";"Sambhal";"221334";"92608";"908";""
"371";"UTTAR PRADESH";"Chandausi";"114254";"72515";"897";""
"372";"UTTAR PRADESH";"Rampur";"325248";"174508";"915";""
"373";"UTTAR PRADESH";"Amroha";"197135";"108772";"918";""
"374";"UTTAR PRADESH";"Meerut";"1309023";"889729";"898";""
"375";"UTTAR PRADESH";"Baraut";"102733";"69559";"884";""
"376";"UTTAR PRADESH";"Modinagar";"130161";"104383";"882";""
"377";"UTTAR PRADESH";"Loni";"512296";"328096";"871";""
"378";"UTTAR PRADESH";"Khora";"189410";"140013";"845";""
"379";"UTTAR PRADESH";"Hapur";"262801";"170325";"881";""
"380";"UTTAR PRADESH";"Noida";"642381";"495045";"822";""
"381";"UTTAR PRADESH";"Greater Noida";"107676";"79757";"836";""
"382";"UTTAR PRADESH";"Bulandshahr";"222826";"153135";"906";""
"383";"UTTAR PRADESH";"Khurja";"111089";"64643";"896";"FALSE"
"384";"UTTAR PRADESH";"Aligarh";"872575";"533969";"884";""
"385";"UTTAR PRADESH";"Hathras";"137509";"95524";"874";""
"386";"UTTAR PRADESH";"Mathura";"349336";"235976";"872";""
"387";"UTTAR PRADESH";"Agra";"1574542";"880530";"853";""
"388";"UTTAR PRADESH";"Firozabad";"603797";"365347";"877";""
"389";"UTTAR PRADESH";"Shikohabad";"107300";"77060";"882";""
"390";"UTTAR PRADESH";"Mainpuri";"117327";"88548";"908";""
"391";"UTTAR PRADESH";"Budaun";"159221";"101914";"907";""
"392";"UTTAR PRADESH";"Bareilly";"898167";"563619";"881";""
"393";"UTTAR PRADESH";"Pilibhit";"130428";"88119";"894";""
"394";"UTTAR PRADESH";"Shahjahanpur";"327975";"200804";"894";""
"395";"UTTAR PRADESH";"Lakhimpur";"152010";"114526";"876";""
"396";"UTTAR PRADESH";"Sitapur";"177351";"131995";"899";""
"397";"UTTAR PRADESH";"Hardoi";"126890";"99217";"901";""
"398";"UTTAR PRADESH";"Unnao";"178681";"134018";"899";""
"399";"UTTAR PRADESH";"Lucknow";"2815601";"2147564";"915";""
"400";"UTTAR PRADESH";"Rae Bareli";"191056";"142863";"914";""
"401";"UTTAR PRADESH";"Farrukhabad-cum-Fatehgarh";"275754";"182356";"895";""
"402";"UTTAR PRADESH";"Etawah";"256790";"188887";"891";""
"403";"UTTAR PRADESH";"Kanpur";"2767031";"2116973";"842";"TRUE"
"404";"UTTAR PRADESH";"Kanpur";"108035";"77484";"847";""
"405";"UTTAR PRADESH";"Orai";"187185";"139256";"880";""
"406";"UTTAR PRADESH";"Jhansi";"507293";"381771";"892";""
"407";"UTTAR PRADESH";"Lalitpur";"133041";"98108";"913";""
"408";"UTTAR PRADESH";"Banda";"154388";"113857";"878";""
"409";"UTTAR PRADESH";"Fatehpur";"193801";"133418";"907";""
"410";"UTTAR PRADESH";"Allahabad";"1117094";"877590";"858";""
"411";"UTTAR PRADESH";"Faizabad";"167544";"130700";"920";"FALSE"
